text,label,file
"Mistä lähteestä voidaan todeta, että henkilö on hyvinvointialueen asukas?", 0, ./chunks_hallinto/chunk.txt
"Miten voidaan määritellä, milloin joku on kyseisen hyvinvointialueen asukas?", 0, ./chunks_hallinto/chunk.txt
"Onko jollekin vaalikelpoisuus, jos hän ei ole julistettu vajaavaltaiseksi?", 0, ./chunks_hallinto/chunk.txt
"Mistä seuraa, että henkilö on äänioikeutensa vuoksi vaalikelpoinen?", 0, ./chunks_hallinto/chunk.txt
"Miten voidaan määritellä, milloin joku on äänioikeutensa vuoksi vaalikelpoinen?", 0, ./chunks_hallinto/chunk.txt
"Mikä on tarkoitus hyvinvointialueen palveluksessa olevasta henkilöstä, joka toimii aluehallituksen tai lautakunnan tehtäväalueen johtavassa tehtävässä?", 0, ./chunks_hallinto/chunk.txt
"Miten voidaan määritellä, milloin joku on hyvinvointialueen palveluksessa oleva henkilö, joka toimii aluehallituksen tai lautakunnan tehtäväalueen johtavassa tehtävässä?", 0, ./chunks_hallinto/chunk.txt
"Mikä on tarkoitus hyvinvointiyhtymän jäseneltä, joka on vaalikelpoinen aluevaltuustoon?", 0, ./chunks_hallinto/chunk.txt
"Miten voidaan määritellä, milloin joku on vaalikelpoinen aluehallitukseen?", 0, ./chunks_hallinto/chunk.txt
"Mikä on tarkoitus henkilöstä, joka toimii 1 kohdassa tarkoitettuun tehtävään rinnastuvassa tehtävässä?", 0, ./chunks_hallinto/chunk.txt
"Miten voidaan määritellä, milloin joku on hyvinvointialueen palveluksessa oleva henkilö, joka lautakunnan esittelijänä tai muuten vastaa aluehallituksen käsiteltäviksi tulevien asioiden valmistelusta?", 0, ./chunks_hallinto/chunk.txt
"Mikä on tarkoitus hallituksen tai siihen rinnastettavan toimielimen jäseneltä, joka on vaalikelpoinen aluehallitukseen?", 0, ./chunks_hallinto/chunk.txt
"Mikä on toimialajohtajan vastuussa?", 1, ./chunks_hallinto/chunk2.txt
"Miten toimialajohtaja päättää sopimuksista, sitoumuksista ja hankinnoista?", 1, ./chunks_hallinto/chunk2.txt
"Kuinka toimialajohtaja johdetaan hyvinvointialuestrategian mukaisesti?", 1, ./chunks_hallinto/chunk2.txt
"Mistä kuuluu toimialajohtajan päätöksiä aluehallituksen ja hyvinvointialuejohtajan alaisuudessa?", 1, ./chunks_hallinto/chunk2.txt
"Mikä on toimialajohtajan tehtävä lasten, nuorten ja perheiden palvelujen toimialalla?", 1, ./chunks_hallinto/chunk2.txt
"Kuinka toimialajohtaja kehittää toimintaansa hyvinvointialuestrategian mukaisesti?", 1, ./chunks_hallinto/chunk2.txt
"Mistä kuuluu toimialajohtajan vastuu toimintaa koskevaan muistutukseen, kanteluun ja muuhun vastaavaan selvityspyyntöön?", 1, ./chunks_hallinto/chunk2.txt
"Kuinka toimialajohtaja vastaa toimilansa toiminnasta ja taloudesta?", 1, ./chunks_hallinto/chunk2.txt
"Miten toimialajohtajan tehtävät eroavat aikuissosiaalityön ja vammaisten palvelujen toimialalla?", 1, ./chunks_hallinto/chunk2.txt
"Mistä kuuluu toimialajohtajan vastuu terveydenhuollon palvelujen toimialalla?", 1, ./chunks_hallinto/chunk2.txt
"Kuinka toimialajohtaja päättää valtionavun hakemisesta ja muutoksen hakemisesta sitä koskevaan päätökseen?", 1, ./chunks_hallinto/chunk2.txt
"Miten toimialajohtajan tehtävät eroavat konsernipalvelujen toimialalla?", 1, ./chunks_hallinto/chunk2.txt
"Mistä kuuluu toimialajohtajan vastuu pelastuslaitoksen toiminnasta ja taloudesta?", 1, ./chunks_hallinto/chunk2.txt
