text,label,file
"Onko henkilö kyseisen hyvinvointialueen asukas, jotta hän on vaalikelpoinen?", 0, ./chunks_hallinto/chunk.txt
"Miten voit olla jolla on äänioikeus aluevaaleissa sinä vuonna, jona valtuutetut valitaan?", 0, ./chunks_hallinto/chunk.txt
"Mitä tarkoittaa "jota ei ole julistettu vajaavaltaiseksi"?", 0, ./chunks_hallinto/chunk.txt
"Onko hyvinvointialueen palveluksessa oleva henkilö aina vaalikelpoinen?", 0, ./chunks_hallinto/chunk.txt
"Voitko olla vaalikelpoinen, jos olet valtion virkamies?", 0, ./chunks_hallinto/chunk.txt
"Miten toiminta aluehallituksen tehtäväalueella vaikuttaa vaalikelpoisuuteen?", 0, ./chunks_hallinto/chunk.txt
"Onko henkilö aina vaalikelpoinen, jos hän on hyvinvointialueen määräysvallassa olevan yhteisön palveluksessa?", 0, ./chunks_hallinto/chunk.txt
"Voitko olla vaalikelpoinen, jos olet hyvinvointiyhtymän jäsen?", 0, ./chunks_hallinto/chunk.txt
"Mitä tarkoittaa "palvelussuhde" tässä kontekstissa?", 0, ./chunks_hallinto/chunk.txt
"Onko henkilö aina vaalikelpoinen, jos hän on aluevaltuustoon valituksen jälkeen?", 0, ./chunks_hallinto/chunk.txt
"Ei ole valtion virkamies, joka hoitaa välittömästi hyvinvointialuetta koskevia valvontatehtäviä, vaalikelpoinen aluevaltuustoon?", 0, ./chunks_hallinto/chunk.txt
"Onko hyvinvointialueen palveluksessa oleva henkilö aina vaalikelpoinen aluevaltuustoon?", 0, ./chunks_hallinto/chunk.txt
"Ei ole hyvinvointialueen määräysvallassa olevan yhteisön tai säätiön palveluksessa oleva henkilö, joka toimii aluehallituksen tehtäväalueella?", 0, ./chunks_hallinto/chunk.txt
"Voitko olla vaalikelpoinen, jos olet hyvinvointialueen määräysvallassa olevan yhteisön hallituksen puheenjohtaja?", 0, ./chunks_hallinto/chunk.txt
"Onko henkilö aina vaalikelpoinen aluehallitukseen, jos hän on hyvinvointialueen palveluksessa oleva henkilö?", 0, ./chunks_hallinto/chunk.txt
"Ei ole hyvinvointiyhtymän jäsen, joka on hyvinvointialueen aluevaltuuston osalta vaalikelpoinen?", 0, ./chunks_hallinto/chunk.txt
"Voitko olla vaalikelpoinen, jos olet henkilö, jolla on hallituksen tai siihen rinnastettavan toimielimen jäsenyyden?", 0, ./chunks_hallinto/chunk.txt
"Onko hyvinvointialueen palveluksessa oleva henkilö aina vaalikelpoinen aluehallitukseen?", 0, ./chunks_hallinto/chunk.txt
"Miten edunvalvonta vaikuttaa vaalikelpoisuuteen?", 0, ./chunks_hallinto/chunk.txt
"Onko henkilö aina vaalikelpoinen, jos hän on aluehallituksen jäsen?", 0, ./chunks_hallinto/chunk.txt
"Voitko olla vaalikelpoinen, jos olet hallituksen tai siihen rinnastettavan toimielimen puheenjohtaja?", 0, ./chunks_hallinto/chunk.txt
"Onko henkilö aina vaalikelpoinen, jos hän on hyvinvointialueen määräysvallassa olevan yhteisön hallituksen jäsen?", 0, ./chunks_hallinto/chunk.txt
"Mitä tarkoittaa "enemmistö" aluehallituksen jäsenistä?", 0, ./chunks_hallinto/chunk.txt
"Onko henkilö aina vaalikelpoinen, jos hän on hyvinvointialueen määräysvallassa olevan yhteisön palveluksessa oleva henkilö?", 0, ./chunks_hallinto/chunk.txt
